NN,0+86+87+88+89+92+94+96+97+98+99
NN609163,87
NN609164,87
NN609165,87
NN609166,87
NN609167,87
NN609168,87
NN609169,87
NN6017,87+88
NN600170,88
NN600171,88
NN600172,88
NN600173,88
NN600174,88
NN600175,88
NN600176,88
NN600177,88
NN600178,88
NN600179,88
NN601170,88
NN601171,88
NN601172,88
NN601173,88
NN601174,88
NN601175,88
NN601176,88
NN601177,88
NN601178,88
NN601179,88
NN602170,88
NN602171,88
NN602172,88
NN602173,88
NN602174,88
NN602175,88
NN602176,88
NN602177,88
NN602178,88
NN602179,88
NN603170,88
NN603171,88
NN603172,88
NN603173,88
NN603174,88
NN603175,88
NN603176,88
NN603177,88
NN603178,88
NN603179,88
NN604170,87+88
NN604171,87+88
NN604172,88
NN604173,88
NN604174,88
NN604175,88
NN604176,88
NN604177,88
NN604178,88
NN604179,88
NN605170,87+88
NN605171,87+88
NN605172,88
NN605173,88
NN605174,88
NN605175,88
NN605176,88
NN605177,88
NN605178,88
NN605179,88
NN606170,87+88
NN606171,87+88
NN606172,88
NN606173,88
NN606174,88
NN606175,88
NN606176,88
NN606177,88
NN606178,88
NN606179,88
NN607170,87
NN607171,87+88
NN607172,88
NN607173,88
NN607174,88
NN607175,88
NN607176,88
NN607177,88
NN607178,88
NN607179,88
NN608170,87
NN608171,87+88
NN608172,88
NN608173,88
NN608174,88
NN608175,88
NN608176,88
NN608177,88
NN608178,88
NN608179,88
NN609170,87
NN609171,87+88
NN609172,88
NN609173,88
NN609174,88
NN609175,88
NN609176,88
NN609177,88
NN609178,88
NN609179,88
NN6116,87
NN6117,87+88
NN610170,87+88
NN610171,87+88
NN610172,88
NN610173,88
NN610174,88
NN610175,88
NN610176,88
NN610177,88
NN610178,88
NN610179,88
NN611170,87+88
NN611171,87+88
NN611172,88
NN611173,88
NN611174,88
NN611175,88
NN611176,88
NN611177,88
NN611178,88
NN611179,88
NN612170,87
NN612171,87+88
NN612172,87+88
NN612173,88
NN612174,88
NN612175,88
NN612176,88
NN612177,88
NN612178,88
NN612179,88
NN613170,87
NN613171,87
NN613172,87+88
NN613173,87+88
NN613174,87+88
NN613175,88
NN613176,88
NN613177,88
NN613178,88
NN613179,88
NN614170,87
NN614171,87
NN614172,87
NN614173,87
NN614174,87+88
NN614175,88
NN614176,88
NN614177,88
NN614178,88
NN614179,88
NN615170,87
NN615171,87
NN615172,87
NN615173,87
NN615174,87+88
NN615175,88
NN615176,88
NN615177,88
NN615178,88
NN615179,88
NN616170,87
NN616171,87
NN616172,87
NN616173,87
NN616174,87+88
NN616175,88
NN616176,88
NN616177,88
NN616178,88
NN616179,88
NN617170,87
NN617171,87
NN617172,87
NN617173,87+88
NN617174,87+88
NN617175,88
NN617176,88
NN617177,88
NN617178,88
NN617179,88
NN618170,87
NN618171,87+88
NN618172,87+88
NN618173,87+88
NN618174,88
NN618175,88
NN618176,88
NN618177,88
NN618178,88
NN618179,88
NN619170,87
NN619171,87+88
NN619172,88
NN619173,88
NN619174,88
NN619175,88
NN619176,88
NN619177,88
NN619178,88
NN619179,88
NN61E,88
NN61F,87
NN61G,87
NN61H,87+88
NN6214,87
NN6215,87
NN6314,87
NN6315,87+88
NN630150,87
NN630151,87
NN630152,87
NN630153,87
NN630154,87
NN630155,87
NN630156,87
NN630157,87
NN630158,87
NN630159,87
NN631150,87
NN631151,87
NN631152,87
NN631153,87
NN631154,87
NN631155,87
NN631156,87
NN631157,87
NN631158,87
NN631159,87
NN632150,87
NN632151,87
NN632152,87
NN632153,87
NN632154,87
NN632155,87
NN632156,87
NN632157,87
NN632158,87
NN632159,87
NN633150,87
NN633151,87
NN633152,87
NN633153,87
NN633154,87
NN633155,87
NN633156,87
NN633157,87
NN633158,87+88
NN633159,87+88
NN634150,87
NN634151,87
NN634152,87
NN634153,87
NN634154,87
NN634155,87
NN634156,87
NN634157,87+88
NN634158,87+88
NN634159,88
NN635150,87
NN635151,87
NN635152,87
NN635153,87
NN635154,87
NN635155,87
NN635156,87
NN635157,87+88
NN635158,88
NN635159,88
NN636150,87
NN636151,87
NN636152,87
NN636153,87
NN636154,87
NN636155,87
NN636156,87
NN636157,87+88
NN636158,88
NN636159,88
NN637150,87
NN637151,87
NN637152,87
NN637153,87
NN637154,87
NN637155,87
NN637156,87
NN637157,87+88
NN637158,88
NN637159,88
NN638150,87
NN638151,87
NN638152,87
NN638153,87
NN638154,87
NN638155,87
NN638156,87
NN638157,87+88
NN638158,88
NN638159,88
NN639150,87
NN639151,87
NN639152,87
NN639153,87
NN639154,87
NN639155,87
NN639156,87
NN639157,87+88
NN639158,88
NN639159,88
NN61I,87+88
NN6216,87+88
NN620160,87
NN620161,87
NN620162,87
NN620163,87
NN620164,87
NN620165,87
NN620166,87
NN620167,87
NN620168,87
NN620169,87
NN621160,87
NN621161,87
NN621162,87
NN621163,87
NN621164,87
NN621165,87
NN621166,87
NN621167,87
NN621168,87
NN621169,87+88
NN622160,87
NN622161,87
NN622162,87
NN622163,87
NN622164,87
NN622165,87
NN622166,87
NN622167,87
NN622168,87+88
NN622169,87+88
NN623160,87
NN623161,87
NN623162,87
NN623163,87
NN623164,87
NN623165,87
NN623166,87+88
NN623167,87+88
NN623168,87+88
NN623169,88
NN624160,87
NN624161,87
NN624162,87
NN624163,87
NN624164,87
NN624165,87+88
NN624166,87+88
NN624167,88
NN624168,88
NN624169,88
NN625160,87
NN625161,87
NN625162,87
NN625163,87
NN625164,87+88
NN625165,87+88
NN625166,88
NN625167,88
NN625168,88
NN625169,88
NN626160,87
NN626161,87
NN626162,87
NN626163,87+88
NN626164,87+88
NN626165,88
NN626166,88
NN626167,88
NN626168,88
NN626169,88
NN627160,87
NN627161,87
NN627162,87
NN627163,87+88
NN627164,88
NN627165,88
NN627166,88
NN627167,88
NN627168,88
NN627169,88
NN628160,87
NN628161,87
NN628162,87+88
NN628163,87+88
NN628164,88
NN628165,88
NN628166,88
NN628167,88
NN628168,88
NN628169,88
NN629160,87
NN629161,87
NN629162,87+88
NN629163,88
NN629164,88
NN629165,88
NN629166,88
NN629167,88
NN629168,88
NN629169,88
NN6217,87+88
NN620170,87
NN620171,87+88
NN620172,88
NN620173,88
NN620174,88
NN620175,88
NN620176,88
NN620177,88
NN620178,88
NN620179,88
NN621170,87+88
NN621171,87+88
NN621172,88
NN621173,88
NN621174,88
NN621175,88
NN621176,88
NN621177,88
NN621178,88
NN621179,88
NN622170,88
NN622171,88
NN622172,88
NN622173,88
NN622174,88
NN622175,88
NN622176,88
NN622177,88
NN622178,88
NN622179,88
NN623170,88
NN623171,88
NN623172,88
NN623173,88
NN623174,88
NN623175,88
NN623176,88
NN623177,88
NN623178,88
NN623179,88
NN624170,88
NN624171,88
NN624172,88
NN624173,88
NN624174,88
NN624175,88
NN624176,88
NN624177,88
NN624178,88
NN624179,88
NN625170,88
NN625171,88
NN625172,88
NN625173,88
NN625174,88
NN625175,88
NN625176,88
NN625177,88
NN625178,88
NN625179,88
NN626170,88
NN626171,88
NN626172,88
NN626173,88
NN626174,88
NN626175,88
NN626176,88
NN626177,88
NN626178,88
NN626179,88
NN627170,88
NN627171,88
NN627172,88
NN627173,88
NN627174,88
NN627175,88
NN627176,88
NN627177,88
NN627178,88
NN627179,88
NN628170,88
NN628171,88
NN628172,88
NN628173,88
NN628174,88
NN628175,88
NN628176,88
NN628177,88
NN628178,88
NN628179,88
NN629170,88
NN629171,88
NN629172,88
NN629173,88
NN629174,88
NN629175,88
NN629176,88
NN629177,88
NN629178,88
NN629179,88
NN6316,87+88
NN630160,87
NN630161,87
NN630162,87+88
NN630163,88
NN630164,88
NN630165,88
NN630166,88
NN630167,88
NN630168,88
NN630169,88
NN631160,87
NN631161,87+88
NN631162,87+88
NN631163,88
NN631164,88
NN631165,88
NN631166,88
NN631167,88
NN631168,88
NN631169,88
NN632160,87
NN632161,87+88
NN632162,88
NN632163,88
NN632164,88
NN632165,88
NN632166,88
NN632167,88
NN632168,88
NN632169,88
NN633160,87+88
NN633161,87+88
NN633162,88
NN633163,88
NN633164,88
NN633165,88
NN633166,88
NN633167,88
NN633168,88
NN633169,88
NN634160,88
NN634161,88
NN634162,88
NN634163,88
NN634164,88
NN634165,88
NN634166,88
NN634167,88
NN634168,88
NN634169,88
NN635160,88
NN635161,88
NN635162,88
NN635163,88
NN635164,88
NN635165,88
NN635166,88
NN635167,88
NN635168,88
NN635169,88
NN636160,88
NN636161,88
NN636162,88
NN636163,88
NN636164,88
NN636165,88
NN636166,88
NN636167,88
NN636168,88
NN636169,88
NN637160,88
NN637161,88
NN637162,88
NN637163,88
NN637164,88
NN637165,88
NN637166,88
NN637167,88
NN637168,88
NN637169,88
NN638160,88
NN638161,88
NN638162,88
NN638163,88
NN638164,88
NN638165,88
NN638166,88
NN638167,88
NN638168,88
NN638169,88
NN639160,88
NN639161,88
NN639162,88
NN639163,88
NN639164,88
NN639165,88
NN639166,88
NN639167,88
NN639168,88
NN639169,88
NN6317,88
NN61J,88
NN61K,87
NN61L,87+88
NN6412,87
NN6413,87
NN6512,87+88
NN650120,87
NN650121,87
NN650122,87
NN650123,87
NN650124,87
NN650125,87
NN650126,87
NN650127,87
NN650128,87
NN650129,87
NN651120,87
NN651121,87
NN651122,87
NN651123,87
NN651124,87
NN651125,87
NN651126,87
NN651127,87
NN651128,87
NN651129,87
NN652120,87
NN652121,87
NN652122,87
NN652123,87
NN652124,87
NN652125,87
NN652126,87
NN652127,87
NN652128,87
NN652129,87
NN653120,87
NN653121,87
NN653122,87
NN653123,87
NN653124,87
NN653125,87
NN653126,87
NN653127,87
NN653128,87
NN653129,87
NN654120,87
NN654121,87
NN654122,87
NN654123,87
NN654124,87
NN654125,87
NN654126,87
NN654127,87
NN654128,87
NN654129,87
NN655120,87
NN655121,87
NN655122,87
NN655123,87
NN655124,87
NN655125,87
NN655126,87+88
NN655127,87+88
NN655128,87+88
NN655129,87+88
NN656120,87
NN656121,87
NN656122,87
NN656123,87
NN656124,87+88
NN656125,87+88
NN656126,87+88
NN656127,88
NN656128,88
NN656129,88
NN657120,87
NN657121,87
NN657122,87
NN657123,87
NN657124,87+88
NN657125,88
NN657126,88
NN657127,88
NN657128,88
NN657129,88
NN658120,87
NN658121,87
NN658122,87
NN658123,87+88
NN658124,87+88
NN658125,88
NN658126,88
NN658127,88
NN658128,88
NN658129,88
NN659120,87
NN659121,87
NN659122,87+88
NN659123,87+88
NN659124,88
NN659125,88
NN659126,88
NN659127,88
NN659128,88
NN659129,88
NN6513,87+88
NN650130,87
NN650131,87
NN650132,87
NN650133,87
NN650134,87
NN650135,87
NN650136,87
NN650137,87
NN650138,87
NN650139,87
NN651130,87
NN651131,87
NN651132,87
NN651133,87
NN651134,87
NN651135,87
NN651136,87
NN651137,87
NN651138,87
NN651139,87
NN652130,87
NN652131,87
NN652132,87
NN652133,87
NN652134,87
NN652135,87
NN652136,87
NN652137,87
NN652138,87
NN652139,87
NN653130,87
NN653131,87
NN653132,87
NN653133,87
NN653134,87
NN653135,87
NN653136,87
NN653137,87
NN653138,87
NN653139,87
NN654130,87
NN654131,87
NN654132,87
NN654133,87
NN654134,87
NN654135,87
NN654136,87
NN654137,87
NN654138,87
NN654139,87
NN655130,87+88
NN655131,87
NN655132,87
NN655133,87
NN655134,87
NN655135,87
NN655136,87
NN655137,87
NN655138,87
NN655139,87
NN656130,87+88
NN656131,87+88
NN656132,87+88
NN656133,87
NN656134,87
NN656135,87
NN656136,87
NN656137,87
NN656138,87
NN656139,87
NN657130,88
NN657131,88
NN657132,87+88
NN657133,87+88
NN657134,87+88
NN657135,87
NN657136,87
NN657137,87
NN657138,87
NN657139,87+88
NN658130,88
NN658131,88
NN658132,88
NN658133,88
NN658134,87+88
NN658135,87+88
NN658136,87+88
NN658137,87+88
NN658138,87+88
NN658139,87+88
NN659130,88
NN659131,88
NN659132,88
NN659133,88
NN659134,88
NN659135,88
NN659136,88
NN659137,88
NN659138,88
NN659139,88
NN61M,87+88
NN6414,87+88
NN640140,87
NN640141,87
NN640142,87
NN640143,87
NN640144,87
NN640145,87
NN640146,87
NN640147,87
NN640148,87
NN640149,87
NN641140,87
NN641141,87
NN641142,87
NN641143,87
NN641144,87
NN641145,87
NN641146,87
NN641147,87
NN641148,87
NN641149,87
NN642140,87
NN642141,87
NN642142,87
NN642143,87
NN642144,87
NN642145,87
NN642146,87
NN642147,87
NN642148,87
NN642149,87
NN643140,87
NN643141,87
NN643142,87
NN643143,87
NN643144,87
NN643145,87
NN643146,87
NN643147,87
NN643148,87
NN643149,87
NN644140,87
NN644141,87
NN644142,87
NN644143,87
NN644144,87
NN644145,87
NN644146,87
NN644147,87
NN644148,87
NN644149,87
NN645140,87
NN645141,87
NN645142,87
NN645143,87
NN645144,87
NN645145,87
NN645146,87
NN645147,87+88
NN645148,87+88
NN645149,87+88
NN646140,87
NN646141,87
NN646142,87
NN646143,87
NN646144,87
NN646145,87+88
NN646146,87+88
NN646147,87+88
NN646148,88
NN646149,88
NN647140,87
NN647141,87
NN647142,87
NN647143,87
NN647144,87
NN647145,87+88
NN647146,88
NN647147,88
NN647148,88
NN647149,88
NN648140,87
NN648141,87
NN648142,87
NN648143,87
NN648144,87
NN648145,87+88
NN648146,88
NN648147,88
NN648148,88
NN648149,88
NN649140,87
NN649141,87
NN649142,87
NN649143,87
NN649144,87+88
NN649145,87+88
NN649146,88
NN649147,88
NN649148,88
NN649149,88
NN6415,87+88
NN640150,87
NN640151,87
NN640152,87
NN640153,87
NN640154,87
NN640155,87
NN640156,87
NN640157,87+88
NN640158,88
NN640159,88
NN641150,87
NN641151,87
NN641152,87
NN641153,87
NN641154,87+88
NN641155,87+88
NN641156,87+88
NN641157,87+88
NN641158,88
NN641159,88
NN642150,87
NN642151,87
NN642152,87
NN642153,87+88
NN642154,87+88
NN642155,88
NN642156,88
NN642157,88
NN642158,88
NN642159,88
NN643150,87
NN643151,87
NN643152,87+88
NN643153,87+88
NN643154,88
NN643155,88
NN643156,88
NN643157,88
NN643158,88
NN643159,88
NN644150,87+88
NN644151,87+88
NN644152,87+88
NN644153,88
NN644154,88
NN644155,88
NN644156,88
NN644157,88
NN644158,88
NN644159,88
NN645150,87+88
NN645151,88
NN645152,88
NN645153,88
NN645154,88
NN645155,88
NN645156,88
NN645157,88
NN645158,88
NN645159,88
NN646150,88
NN646151,88
NN646152,88
NN646153,88
NN646154,88
NN646155,88
NN646156,88
NN646157,88
NN646158,88
NN646159,88
NN647150,88
NN647151,88
NN647152,88
NN647153,88
NN647154,88
NN647155,88
NN647156,88
NN647157,88
NN647158,88
NN647159,88
NN648150,88
NN648151,88
NN648152,88
NN648153,88
NN648154,88
NN648155,88
NN648156,88
NN648157,88
NN648158,88
NN648159,88
NN649150,88
NN649151,88
NN649152,88
NN649153,88
NN649154,88
NN649155,88
NN649156,88
NN649157,88
NN649158,88
NN649159,88
NN6514,87+88
NN650140,87
NN650141,87
NN650142,87
NN650143,87
NN650144,87+88
NN650145,88
NN650146,88
NN650147,88
NN650148,88
NN650149,88
NN651140,87
NN651141,87
NN651142,87
NN651143,87+88
NN651144,87+88
NN651145,88
NN651146,88
NN651147,88
NN651148,88
NN651149,88
NN652140,87
NN652141,87
NN652142,87
NN652143,87+88
NN652144,88
NN652145,88
NN652146,88
NN652147,88
NN652148,88
NN652149,88
NN653140,87
NN653141,87
NN653142,87+88
NN653143,87+88
NN653144,88
NN653145,88
NN653146,88
NN653147,88
NN653148,88
NN653149,88
NN654140,87
NN654141,87+88
NN654142,87+88
NN654143,88
NN654144,88
NN654145,88
NN654146,88
NN654147,88
NN654148,88
NN654149,88
NN655140,87
NN655141,87+88
NN655142,88
NN655143,88
NN655144,88
NN655145,88
NN655146,88
NN655147,88
NN655148,88
NN655149,88
NN656140,87+88
NN656141,87+88
NN656142,88
NN656143,88
NN656144,88
NN656145,88
NN656146,88
NN656147,88
NN656148,88
NN656149,88
NN657140,87+88
NN657141,88
NN657142,88
NN657143,88
NN657144,88
NN657145,88
NN657146,88
NN657147,88
NN657148,88
NN657149,88
NN658140,88
NN658141,88
NN658142,88
NN658143,88
NN658144,88
NN658145,88
NN658146,88
NN658147,88
NN658148,88
NN658149,88
NN659140,88
NN659141,88
NN659142,88
NN659143,88
NN659144,88
NN659145,88
NN659146,88
NN659147,88
NN659148,88
NN659149,88
NN6515,88
NN61N,88
NN61P,88
NN61Q,87+88
NN6610,87
NN6611,87+88
NN660110,87
NN660111,87
NN660112,87
NN660113,87
NN660114,87
NN660115,87
NN660116,87
NN660117,87
NN660118,87
NN660119,87
NN661110,87
NN661111,87
NN661112,87
NN661113,87
NN661114,87
NN661115,87
NN661116,87
NN661117,87
NN661118,87
NN661119,87
NN662110,87
NN662111,87
NN662112,87
NN662113,87
NN662114,87
NN662115,87
NN662116,87
NN662117,87
NN662118,87
NN662119,87+88
NN663110,87
NN663111,87
NN663112,87
NN663113,87
NN663114,87
NN663115,87
NN663116,87
NN663117,87
NN663118,87+88
NN663119,87+88
NN664110,87
NN664111,87
NN664112,87
NN664113,87
NN664114,87
NN664115,87
NN664116,87
NN664117,87
NN664118,87+88
NN664119,88
NN665110,87
NN665111,87
NN665112,87
NN665113,87
NN665114,87
NN665115,87
NN665116,87
NN665117,87+88
NN665118,87+88
NN665119,88
NN666110,87
NN666111,87
NN666112,87
NN666113,87
NN666114,87
NN666115,87
NN666116,87+88
NN666117,87+88
NN666118,88
NN666119,88
NN667110,87
NN667111,87
NN667112,87
NN667113,87
NN667114,87
NN667115,87
NN667116,87+88
NN667117,88
NN667118,88
NN667119,88
NN668110,87
NN668111,87
NN668112,87
NN668113,87
NN668114,87
NN668115,87
NN668116,87+88
NN668117,88
NN668118,88
NN668119,88
NN669110,87
NN669111,87
NN669112,87
NN669113,87
NN669114,87
NN669115,87
NN669116,87+88
NN669117,88
NN669118,88
NN669119,88
NN6710,87
NN6711,87+88
NN670110,87
NN670111,87
NN670112,87
NN670113,87
NN670114,87
NN670115,87
NN670116,87+88
NN670117,88
NN670118,88
NN670119,88
NN671110,87
NN671111,87
NN671112,87
NN671113,87
NN671114,87
NN671115,87
NN671116,87+88
NN671117,88
NN671118,88
NN671119,88
NN672110,87
NN672111,87
NN672112,87
NN672113,87
NN672114,87
NN672115,87
NN672116,87+88
NN672117,88
NN672118,88
NN672119,88
NN673110,87
NN673111,87
NN673112,87
NN673113,87
NN673114,87
NN673115,87
NN673116,87+88
NN673117,87+88
NN673118,88
NN673119,88
NN674110,87
NN674111,87
NN674112,87
NN674113,87
NN674114,87
NN674115,87
NN674116,87
NN674117,87+88
NN674118,88
NN674119,88
NN675110,87
NN675111,87
NN675112,87
NN675113,87
NN675114,87
NN675115,87
NN675116,87
NN675117,87+88
NN675118,88
NN675119,88
NN676110,87
NN676111,87
NN676112,87
NN676113,87
NN676114,87
NN676115,87
NN676116,87
NN676117,87+88
NN676118,87+88
NN676119,88
NN677110,87
NN677111,87
NN677112,87
NN677113,87
NN677114,87
NN677115,87
NN677116,87
NN677117,87
NN677118,87+88
NN677119,87+88
NN678110,87
NN678111,87
NN678112,87
NN678113,87
NN678114,87
NN678115,87
NN678116,87
NN678117,87
NN678118,87
NN678119,87+88
NN679110,87
NN679111,87
NN679112,87
NN679113,87
NN679114,87
NN679115,87
NN679116,87
NN679117,87
NN679118,87
NN679119,87+88
NN61R,87+88
NN6612,87+88
NN660120,87
NN660121,87+88
NN660122,87+88
NN660123,88
NN660124,88
NN660125,88
NN660126,88
NN660127,88
NN660128,88
NN660129,88
NN661120,87+88
NN661121,87+88
NN661122,88
NN661123,88
NN661124,88
NN661125,88
NN661126,88
NN661127,88
NN661128,88
NN661129,88
NN662120,87+88
NN662121,88
NN662122,88
NN662123,88
NN662124,88
NN662125,88
NN662126,88
NN662127,88
NN662128,88
NN662129,88
NN663120,88
NN663121,88
NN663122,88
NN663123,88
NN663124,88
NN663125,88
NN663126,88
NN663127,88
NN663128,88
NN663129,88
NN664120,88
NN664121,88
NN664122,88
NN664123,88
NN664124,88
NN664125,88
NN664126,88
NN664127,88
NN664128,88
NN664129,88
NN665120,88
NN665121,88
NN665122,88
NN665123,88
NN665124,88
NN665125,88
NN665126,88
NN665127,88
NN665128,88
NN665129,88
NN666120,88
NN666121,88
NN666122,88
NN666123,88
NN666124,88
NN666125,88
NN666126,88
NN666127,88
NN666128,88
NN666129,88
NN667120,88
NN667121,88
NN667122,88
NN667123,88
NN667124,88
NN667125,88
NN667126,88
NN667127,88
NN667128,88
NN667129,88
NN668120,88
NN668121,88
NN668122,88
NN668123,88
NN668124,88
NN668125,88
NN668126,88
NN668127,88
NN668128,88
NN668129,88
NN669120,88
NN669121,88
NN669122,88
NN669123,88
NN669124,88
NN669125,88
NN669126,88
NN669127,88
NN669128,88
NN669129,88
NN6613,88
NN6712,87+88
NN670120,88
NN670121,88
NN670122,88
NN670123,88
NN670124,88
NN670125,88
NN670126,88
NN670127,88
NN670128,88
NN670129,88
NN671120,88
NN671121,88
NN671122,88
NN671123,88
NN671124,88
NN671125,88
NN671126,88
NN671127,88
NN671128,88
NN671129,88
NN672120,88
NN672121,88
NN672122,88
NN672123,88
NN672124,88
NN672125,88
NN672126,88
NN672127,88
NN672128,88
NN672129,88
NN673120,88
NN673121,88
NN673122,88
NN673123,88
NN673124,88
NN673125,88
NN673126,88
NN673127,88
NN673128,88
NN673129,88
NN674120,88
NN674121,88
NN674122,88
NN674123,88
NN674124,88
NN674125,88
NN674126,88
NN674127,88
NN674128,88
NN674129,88
NN675120,88
NN675121,88
NN675122,88
NN675123,88
NN675124,88
NN675125,88
NN675126,88
NN675127,88
NN675128,88
NN675129,88
NN676120,88
NN676121,88
NN676122,88
NN676123,88
NN676124,88
NN676125,88
NN676126,88
NN676127,88
NN676128,88
NN676129,88
NN677120,88
NN677121,88
NN677122,88
NN677123,88
NN677124,88
NN677125,88
NN677126,88
NN677127,88
NN677128,88
NN677129,88
NN678120,88
NN678121,88
NN678122,88
NN678123,88
NN678124,88
NN678125,88
NN678126,88
NN678127,88
NN678128,88
NN678129,88
NN679120,87+88
NN679121,88
NN679122,88
NN679123,88
NN679124,88
NN679125,88
NN679126,88
NN679127,88
NN679128,88
NN679129,88
NN6713,88
NN61S,88
NN61T,88
NN61U,88
NN61V,87+88
NN6810,87
NN6811,87
NN6910,87
NN6911,87+88
NN690110,87
NN690111,87
NN690112,87
NN690113,87
NN690114,87
NN690115,87
NN690116,87
NN690117,87
NN690118,87
NN690119,87+88
NN691110,87
NN691111,87
NN691112,87
NN691113,87
NN691114,87
NN691115,87
NN691116,87
NN691117,87
NN691118,87+88
NN691119,87+88
NN692110,87
NN692111,87
NN692112,87
NN692113,87
NN692114,87
NN692115,87
NN692116,87
NN692117,87+88
NN692118,87+88
NN692119,88
NN693110,87
NN693111,87
NN693112,87
NN693113,87
NN693114,87
NN693115,87
NN693116,87
NN693117,87+88
NN693118,88
NN693119,88
NN694110,87
NN694111,87
NN694112,87
NN694113,87
NN694114,87
NN694115,87
NN694116,87
NN694117,87+88
NN694118,88
NN694119,88
NN695110,87
NN695111,87
NN695112,87
NN695113,87
NN695114,87
NN695115,87
NN695116,87
NN695117,87+88
NN695118,88
NN695119,88
NN696110,87
NN696111,87
NN696112,87
NN696113,87
NN696114,87
NN696115,87
NN696116,87+88
NN696117,87+88
NN696118,88
NN696119,88
NN697110,87
NN697111,87
NN697112,87
NN697113,87
NN697114,87
NN697115,87
NN697116,87+88
NN697117,88
NN697118,88
NN697119,88
NN698110,87
NN698111,87
NN698112,87
NN698113,87
NN698114,87
NN698115,87
NN698116,87+88
NN698117,88
NN698118,88
NN698119,88
NN699110,87
NN699111,87
NN699112,87
NN699113,87
NN699114,87
NN699115,87+88
NN699116,87+88
NN699117,88
NN699118,88
NN699119,88
NN61W,87+88
NN6812,87+88
NN680120,87+88
NN680121,87+88
NN680122,88
NN680123,88
NN680124,88
NN680125,88
NN680126,88
NN680127,88
NN680128,88
NN680129,88
NN681120,87
NN681121,87+88
NN681122,87+88
NN681123,88
NN681124,88
NN681125,88
NN681126,88
NN681127,88
NN681128,88
NN681129,88
NN682120,87
NN682121,87
NN682122,87+88
NN682123,88
NN682124,88
NN682125,88
NN682126,88
NN682127,88
NN682128,88
NN682129,88
NN683120,87
NN683121,87
NN683122,87+88
NN683123,87+88
NN683124,88
NN683125,88
NN683126,88
NN683127,88
NN683128,88
NN683129,88
NN684120,87
NN684121,87
NN684122,87
NN684123,87+88
NN684124,87+88
NN684125,88
NN684126,88
NN684127,88
NN684128,88
NN684129,88
NN685120,87
NN685121,87
NN685122,87
NN685123,87
NN685124,87+88
NN685125,88
NN685126,88
NN685127,88
NN685128,88
NN685129,88
NN686120,87
NN686121,87
NN686122,87
NN686123,87
NN686124,87+88
NN686125,87+88
NN686126,88
NN686127,88
NN686128,88
NN686129,88
NN687120,87
NN687121,87
NN687122,87
NN687123,87
NN687124,87
NN687125,87+88
NN687126,88
NN687127,88
NN687128,88
NN687129,88
NN688120,87
NN688121,87
NN688122,87
NN688123,87
NN688124,87
NN688125,87+88
NN688126,87+88
NN688127,88
NN688128,88
NN688129,88
NN689120,87
NN689121,87
NN689122,87
NN689123,87+88
NN689124,87+88
NN689125,87+88
NN689126,87+88
NN689127,88
NN689128,88
NN689129,88
NN6813,88
NN6912,87+88
NN690120,87+88
NN690121,87+88
NN690122,87+88
NN690123,87+88
NN690124,88
NN690125,88
NN690126,88
NN690127,88
NN690128,88
NN690129,88
NN691120,88
NN691121,88
NN691122,88
NN691123,88
NN691124,88
NN691125,88
NN691126,88
NN691127,88
NN691128,88
NN691129,88
NN692120,88
NN692121,88
NN692122,88
NN692123,88
NN692124,88
NN692125,88
NN692126,88
NN692127,88
NN692128,88
NN692129,88
NN693120,88
NN693121,88
NN693122,88
NN693123,88
NN693124,88
NN693125,88
NN693126,88
NN693127,88
NN693128,88
NN693129,88
NN694120,88
NN694121,88
NN694122,88
NN694123,88
NN694124,88
NN694125,88
NN694126,88
NN694127,88
NN694128,88
NN694129,88
NN695120,88
NN695121,88
NN695122,88
NN695123,88
NN695124,88
NN695125,88
NN695126,88
NN695127,88
NN695128,88
NN695129,88
NN696120,88
NN696121,88
NN696122,88
NN696123,88
NN696124,88
NN696125,88
NN696126,88
NN696127,88
NN696128,88
NN696129,88
NN697120,88
NN697121,88
NN697122,88
NN697123,88
NN697124,88
NN697125,88
NN697126,88
NN697127,88
NN697128,88
NN697129,88
NN698120,88
NN698121,88
NN698122,88
NN698123,88
NN698124,88
NN698125,88
NN698126,88
NN698127,88
NN698128,88
NN698129,88
NN699120,88
NN699121,88
NN699122,88
NN699123,88
NN699124,88
NN699125,88
NN699126,88
NN699127,88
NN699128,88
NN699129,88
NN6913,88
NN61X,88
NN61Y,88
NN61Z,88
NN62,88
NN63,88
NN64,88
NN65,88
NN66,88+89
NN66SW,88
NN66NW,88+89
NN66SE,88
NN66NE,88
NN66A,88
NN66B,88
NN66C,88
NN66D,88+89
NN6066,88
NN6067,88+89
NN600670,88
NN600671,88
NN600672,88
NN600673,88
NN600674,88
NN600675,88
NN600676,88+89
NN600677,89
NN600678,89
NN600679,89
NN601670,88
NN601671,88
NN601672,88
NN601673,88
NN601674,88
NN601675,88
NN601676,88+89
NN601677,89
NN601678,89
NN601679,89
NN602670,88
NN602671,88
NN602672,88
NN602673,88
NN602674,88
NN602675,88
NN602676,88+89
NN602677,89
NN602678,89
NN602679,89
NN603670,88
NN603671,88
NN603672,88
NN603673,88
NN603674,88
NN603675,88
NN603676,88+89
NN603677,89
NN603678,89
NN603679,89
NN604670,88
NN604671,88
NN604672,88
NN604673,88
NN604674,88
NN604675,88
NN604676,88+89
NN604677,89
NN604678,89
NN604679,89
NN605670,88
NN605671,88
NN605672,88
NN605673,88
